validation_acc,validation_loss,train_accuracy,train_loss,precision,specificity,f1-score
0.4983388781547546,2.53546394109726,0.7858796296296297,0.4630757584804442,0.0,1.0,0.0
0.6112957000732422,0.5627513021230698,0.8611111111111112,0.3397095606821339,0.6827957034111023,0.8033333420753479,0.5204917788505554
0.644518256187439,0.5674460798501968,0.8599537037037037,0.3159771677924365,0.6633663177490234,0.6977777481079102,0.6254375576972961
0.6686046719551086,0.4973889619112014,0.8549382716049383,0.3108945848738275,0.6694214940071106,0.6666666865348816,0.6699751615524292
0.6764119863510132,0.6026364728808403,0.8618827160493827,0.3181085750097182,0.6599045395851135,0.6200000047683716,0.6942874789237976
0.6777408719062805,0.7201763816177845,0.8858024691358025,0.2736486072947339,0.6502782702445984,0.5811111330986023,0.7066532373428345
0.6786900758743286,0.6323194567114114,0.8915895061728395,0.2479466330714342,0.6439393758773804,0.5523809790611267,0.7151871919631958
0.6818937063217163,0.7066032286733389,0.8900462962962963,0.2617042344517824,0.6420308351516724,0.5358333587646484,0.7228654026985168
0.682170569896698,0.8052264671772719,0.8915895061728395,0.2537319921865696,0.6381797790527344,0.517037034034729,0.7276178598403931
0.6877076625823975,0.5887317575514317,0.8931327160493827,0.2488665644352029,0.6427855491638184,0.5246666669845581,0.7318881750106812
0.6928420662879944,0.4610141605138779,0.9012345679012346,0.2322588384878344,0.6473010182380676,0.5327273011207581,0.7356381416320801
0.6926910281181335,0.7596878001466394,0.9058641975308642,0.2187627802898244,0.6448019742965698,0.5216666460037231,0.7379603385925293
0.6969077587127686,0.4837432339787483,0.9232253086419752,0.2004854202997393,0.6495956778526306,0.5333333611488342,0.7399122714996338
0.7019459009170532,0.4612429402768612,0.9317129629629628,0.1879358502422891,0.6537634134292603,0.5400000214576721,0.7438825368881226
0.701439619064331,1.112316144653596,0.9124228395061728,0.2041416580720645,0.6511704325675964,0.5297777652740479,0.745564341545105
0.7043189406394958,0.4907225266098976,0.9263117283950616,0.1811184488782068,0.6538461446762085,0.5350000262260437,0.7475177049636841
0.7068594694137573,0.4421621412038803,0.9097222222222222,0.2155992832125687,0.6559485793113708,0.5384313464164734,0.7494990229606628
0.7076411843299866,0.6312017891556024,0.9243827160493828,0.1913609784550783,0.6557692289352417,0.5359259247779846,0.7508650422096252
0.7095646262168884,0.5529560312628746,0.9274691358024691,0.1847212296433565,0.6569646596908569,0.5368421077728271,0.7527169585227966
0.7079734206199646,1.0863935970235616,0.9266975308641976,0.1786974515856766,0.6541280150413513,0.527999997138977,0.752881646156311
0.7122290730476379,0.4098835166543722,0.939429012345679,0.1634568805556471,0.657575786113739,0.533650815486908,0.7561988830566406
0.7148897647857666,0.5373153477907181,0.9347993827160492,0.1746205027873923,0.6597593426704407,0.5372727513313293,0.7582586407661438
0.7141412496566772,0.7834232827648521,0.9290123456790124,0.1725526512032602,0.6580618023872375,0.5315942168235779,0.7586290836334229
0.713593602180481,0.8508019655011594,0.9405864197530864,0.1480938606872791,0.6567224264144897,0.5269444584846497,0.7589982748031616
0.7137541770935059,0.7827427198179067,0.941743827160494,0.135666804706178,0.6564974188804626,0.525600016117096,0.7594371438026428
0.7139023542404175,0.7700835218653083,0.9517746913580248,0.1237464625297523,0.6558285355567932,0.5223076939582825,0.7602527141571045
0.7145317792892456,0.8242737566120922,0.9425154320987654,0.1461515905471836,0.6561777591705322,0.522469162940979,0.7608740329742432
0.7153536081314087,0.6653671141713857,0.945216049382716,0.1349035405167719,0.6562446355819702,0.5209524035453796,0.7620275616645813
0.7188681364059448,0.5102746531367301,0.9367283950617284,0.1690623822008691,0.6604968905448914,0.5319540500640869,0.7634927034378052
0.7190476059913635,0.917294881818816,0.9382716049382716,0.1463233625016561,0.6602347493171692,0.5304444432258606,0.7639780640602112
0.7192155122756958,0.7440633285790682,0.9548611111111112,0.1185725708378524,0.6597426533699036,0.5279569625854492,0.7646424770355225
0.7195805907249451,0.959221204300411,0.9560185185185184,0.1226876383965335,0.6595776677131653,0.5264583230018616,0.7653141021728516
0.7225410342216492,0.3714265421032905,0.9591049382716048,0.1195060567158024,0.6624835729598999,0.5327273011207581,0.7671510577201843
0.7235684990882874,0.6574294716119766,0.957175925925926,0.1166727297553202,0.6659467220306396,0.545098066329956,0.7657918930053711
0.724916934967041,0.5456356792710721,0.9525462962962964,0.1254342501846755,0.6667132377624512,0.5455238223075867,0.7671166658401489
0.7277593016624451,0.3898747280240059,0.9444444444444444,0.1368254405877939,0.6709296107292175,0.556851863861084,0.7678627371788025
0.7312561869621277,0.3525273539125919,0.9471450617283952,0.1402926450458968,0.6741406917572021,0.5627027153968811,0.7703874111175537
0.7321209907531738,0.4820158712565899,0.9425154320987654,0.1399784796848529,0.674452006816864,0.5622807145118713,0.7713773846626282
0.7349007725715637,0.3393395379185676,0.9633487654320988,0.095592856225444,0.6779443621635437,0.5704273581504822,0.7727140188217163
0.7366279363632202,0.7673641264438629,0.9629629629629628,0.0965348650224325,0.6810551285743713,0.5788333415985107,0.7728998064994812
0.7385138869285583,0.4526072137057781,0.9753086419753086,0.0693546699405443,0.6845119595527649,0.5879674553871155,0.7731139659881592
0.741021990776062,0.440076800994575,0.964891975308642,0.0868247538441565,0.6867543458938599,0.5915873050689697,0.7750755548477173
0.7437997460365295,0.4727105319499969,0.9560185185185184,0.1109431855289674,0.6900346875190735,0.5982945561408997,0.7767304182052612
0.745998203754425,0.3731246449053287,0.9679783950617284,0.086437268273496,0.6919925212860107,0.6013636589050293,0.7784801721572876
0.7480989098548889,0.4313035309314728,0.972993827160494,0.0825837166389314,0.6946266293525696,0.6068148016929626,0.7796719670295715
0.7486639022827148,0.7007615436814376,0.9660493827160492,0.0875892237555689,0.6946316361427307,0.6059420108795166,0.7804416418075562
0.7515374422073364,0.2821219725534319,0.9714506172839508,0.0798488426953554,0.6974206566810608,0.6106383204460144,0.782608687877655
0.7542912364006042,0.2798931593075394,0.9660493827160492,0.0878086493282419,0.7007600665092468,0.617222249507904,0.7842994332313538
0.7568648457527161,0.2934753553941845,0.9776234567901234,0.0635083686651253,0.7033600211143494,0.6216326355934143,0.7862167358398438
0.7576079964637756,0.7327331960201263,0.972608024691358,0.0787732029424571,0.7052819728851318,0.6265333294868469,0.7860912680625916
0.757540225982666,0.7289080590009689,0.9714506172839508,0.0937754522736479,0.707520604133606,0.6334640383720398,0.784706175327301
0.7579861879348755,0.674923375248909,0.9745370370370372,0.0713259931653738,0.7097873091697693,0.6396153569221497,0.7840118408203125
0.7589167952537537,0.7066433370113373,0.966820987654321,0.0812858781924971,0.7121567726135254,0.645283043384552,0.7839325666427612
0.7609819173812866,0.3779365226626396,0.9753086419753086,0.0760769296619223,0.7145010828971863,0.6492592692375183,0.7854183912277222
0.7628511190414429,0.4133100469014607,0.9749228395061728,0.0627413901795701,0.7173200845718384,0.6547878980636597,0.7863982319831848
0.7651281356811523,0.3309276954270899,0.9695216049382716,0.0759876063547846,0.7199022173881531,0.6590476036071777,0.7880734205245972
0.767849862575531,0.2567155653610825,0.9695216049382716,0.0717999162379561,0.7227789759635925,0.6635087728500366,0.790202796459198
0.7685874700546265,0.4959876593202352,0.9756944444444444,0.0688590814427631,0.7245383858680725,0.6673563122749329,0.7902823686599731
0.7703699469566345,0.4027005170471966,0.9780092592592592,0.0605141111399705,0.7264460325241089,0.6702824831008911,0.7916836738586426
0.7708194851875305,0.7358302967157215,0.9737654320987654,0.0653524492844575,0.7262528538703918,0.6692222356796265,0.7923752069473267
0.7720167636871338,0.4509784191846847,0.9675925925925926,0.0855266352797426,0.7273138761520386,0.6706010699272156,0.7934267520904541
0.7730682492256165,0.5518130924552679,0.976466049382716,0.0621308594169776,0.7282521724700928,0.6718279719352722,0.7943475842475891
0.7748246788978577,0.376055708527565,0.9776234567901234,0.0636508781690059,0.7304615378379822,0.6755555272102356,0.7955763936042786
0.7769414186477661,0.3709744475781917,0.9799382716049384,0.0625757237714601,0.7327608466148376,0.6790624856948853,0.7972443699836731
0.7784819602966309,0.3625119190663099,0.9714506172839508,0.0759784671046385,0.7345715761184692,0.681948721408844,0.7983998656272888
0.7803282141685486,0.3461969465017319,0.9787808641975309,0.059561173772303,0.7369311451911926,0.6858586072921753,0.7997062802314758
0.7815243005752563,0.4971804700791836,0.9722222222222222,0.0746188680300625,0.7384551167488098,0.6883581876754761,0.8005613088607788
0.7827828526496887,0.4851946718990803,0.9799382716049384,0.0550892244933581,0.7399834990501404,0.6907843351364136,0.801500141620636
0.7839087247848511,0.4786951407790184,0.9822530864197532,0.0478224610092073,0.7411171793937683,0.6923671364784241,0.8024473786354065
0.7851921916007996,0.3717395573854446,0.9799382716049384,0.0573042364927326,0.7428479790687561,0.6952381134033203,0.8033370971679688
0.7861588001251221,0.5647494539618492,0.9822530864197532,0.0463949755322551,0.7436425685882568,0.6961502432823181,0.8042323589324951
0.7871447205543518,0.6269356876611709,0.9722222222222222,0.0726046286432481,0.7443585395812988,0.6968518495559692,0.8051860332489014
0.7880580425262451,0.5214673785492778,0.9741512345679012,0.0708384789390171,0.7456018328666687,0.6989040970802307,0.8058207631111145
0.7895752787590027,0.3122121452819556,0.9749228395061728,0.0640086971632227,0.7474631667137146,0.7018017768859863,0.8069683909416199
0.7902989983558655,0.6385442182421684,0.9783950617283952,0.0594100531917519,0.7493379712104797,0.7055110931396484,0.8071061968803406
0.7915719747543335,0.4212353317067027,0.9749228395061728,0.0659047775424835,0.7511983513832092,0.7085964679718018,0.8079587817192078
0.7929412722587585,0.3219611279200762,0.980324074074074,0.0603425600906697,0.7528889179229736,0.7111688256263733,0.8090102076530457
0.7928699254989624,1.2586499512195588,0.9783950617283952,0.0612839462644443,0.7536497712135315,0.71299147605896,0.8086110949516296
0.7933050394058228,0.7303269567579264,0.9807098765432098,0.0479550833541263,0.7538361549377441,0.7129957675933838,0.8090891242027283
0.794601321220398,0.4009140474721789,0.9818672839506172,0.057087348285699,0.7552232146263123,0.7149166464805603,0.8101781010627747
0.7958246469497681,0.3208379345014691,0.9776234567901234,0.0629800673596924,0.7564528584480286,0.7165431976318359,0.8112391829490662
0.7969370484352112,0.4357559062540531,0.9814814814814816,0.0528192703566718,0.7576202750205994,0.7181300520896912,0.8121861815452576
0.796741783618927,1.5474168598651885,0.9783950617283952,0.0650125775690667,0.7588362097740173,0.7210441827774048,0.8114650845527649
0.7975003719329834,0.5858048528432847,0.976851851851852,0.0710170664256665,0.7598241567611694,0.7225396633148193,0.8120411038398743
0.7980847954750061,0.5587040720507502,0.9745370370370372,0.0760555791146144,0.7600190043449402,0.7224313616752625,0.8127039670944214
0.7979602813720703,0.7579711911268532,0.976851851851852,0.0642074517360547,0.7591899633407593,0.7206977009773254,0.812866747379303
0.7989460229873657,0.4507040232419967,0.9795524691358024,0.0504404540832449,0.7605587244033813,0.7228352427482605,0.8135821223258972
0.7993053197860718,0.600046279001981,0.9888117283950616,0.0385852811926203,0.7605569362640381,0.7225000262260437,0.8140348196029663
